y,c,n,r,w
1.0050981027272754,0.7983604119986631,0.3040799669130523,0.031259348649806944,2.2145842284935937
0.9923642742048575,0.7958205281752666,0.3017062405376089,0.031034621769414433,2.2037285254277785
0.9964591460526515,0.7938631058435551,0.307073113922554,0.03136532049091309,2.1741457342566166
1.0169239061316742,0.7944733149483069,0.3130681574894972,0.03219348339841883,2.1763077493737
1.0274908255821482,0.7945829389974347,0.3164005015326277,0.032648121787251363,2.175763391198811
1.0799014206564332,0.7970518597043142,0.3380930062141652,0.03440786563099911,2.1400419826241133
1.108763517645047,0.8010189328059683,0.3414641472221391,0.03524462363800685,2.1755587743438163
1.0555571378540722,0.7963532149469753,0.3311530744455303,0.03339695060622226,2.135630087090143
1.0361494328737182,0.7959961102675894,0.31970831616415485,0.032783573242850236,2.171402437756778
1.0026994049814617,0.7908073342844542,0.31811477034650654,0.03179022798840743,2.111826938043803
1.0597105810534349,0.7953148442271866,0.3325379487100957,0.03375622635641379,2.1351060370443737
1.036983548761198,0.792215002391089,0.3315059465786804,0.03301629740017194,2.0958174137257353
1.0817340620072753,0.7966992564748193,0.34036560056971216,0.03448874756747682,2.1293644233790885
1.06994100913451,0.7970824142845495,0.3330112585226112,0.03402327522076575,2.152658392062306
1.034998128902817,0.7949993048776466,0.32012170570411863,0.032865938870300586,2.1661911319556526
1.2069480548387703,0.8086683768377785,0.37006164813153297,0.03841035965280373,2.1852946500922883
1.1204239852476516,0.805231847550886,0.3412232362379528,0.03517585024139856,2.199998470436739
1.1086983741811385,0.8055363261043026,0.33668314398584415,0.03463263001028865,2.2063232587995634
1.0313213299511972,0.7989497370897244,0.31822264366986236,0.03209357223146462,2.1713737423454775
1.0046696761970013,0.7955886758207986,0.31236465986638123,0.031360491143043595,2.1549269212675584
0.92454093472332,0.7862181048946971,0.2936864183902185,0.029009419893869293,2.1091827379355497
0.9161423655483953,0.7820665796460755,0.2950012013257115,0.029093667936143267,2.0806988060006413
0.9659845111236918,0.7838749041747172,0.31096739897957165,0.031056077335676474,2.0812466264482485
1.0160460764513164,0.7858618081851463,0.3302922713217272,0.032908987303936724,2.061034446530033
1.0201771889992306,0.7856764242240626,0.3318354982512485,0.03312287848147578,2.059793324016128
1.0070778531822375,0.7865578724502713,0.31732841823176383,0.03275492267862248,2.12629369635024
0.9843337698246061,0.7841469484825616,0.30958158806244074,0.03211848715452133,2.130275284543351
0.9801963773032493,0.7838645229580804,0.3036965050639914,0.03214838512025235,2.162422886069959
1.029679671191817,0.7865854678388757,0.320405707575049,0.03396167401312354,2.1531340110693398
1.0611576183637728,0.7897215222769197,0.3271109455953138,0.035024738378132726,2.173479081415047
1.0817951488418749,0.7898698683046994,0.34223625807547176,0.03563428168688737,2.117839431703359
1.0210285790735116,0.7871036702328673,0.31718204715929216,0.03348688843400509,2.1567471841658357
0.9893701781328111,0.7837742898530798,0.3087846194965581,0.03250419819566127,2.1467047740709226
0.9123197909556836,0.773367628444748,0.29618713086538656,0.03011119508319489,2.063719012193102
0.883977051088763,0.7680535688715371,0.28924929516944414,0.029504022110606612,2.0475715866773014
0.9142442875213819,0.7678250190764472,0.30022502364170744,0.03092823639253409,2.040252380621509
0.9334480305965369,0.767843706730917,0.3052225411683819,0.03189752281989021,2.048997052464553
0.94996206592639,0.7668013569245217,0.3146429055559935,0.032722232935882355,2.022819423141385
0.9754947216341258,0.7677181830345663,0.3236912290575042,0.033802613194399735,2.0191289614053862
0.9938994511364717,0.7683345246053978,0.33130013482565995,0.03455233415229137,2.009983795814236
0.955895129712665,0.7645597769321397,0.3198698390780946,0.03327122052972581,2.0022024841093513
1.0081093388995475,0.7701079583492807,0.3281716434286024,0.03525720764141953,2.0581514138627433
0.9697101777321394,0.7652842741363213,0.322611856618043,0.0339080818682786,2.013878403982082
0.9280965537157607,0.759906849867165,0.31350968910124466,0.03256245192177119,1.9834196949920704
0.9256696360668872,0.7579454691954459,0.31426609124253396,0.03271149367277654,1.973474767367683
0.9372609309291617,0.7570372374840013,0.3207006488344654,0.03335837294119278,1.9580993069863946
0.9213728794949818,0.7551268497552532,0.312812772722348,0.03297493597504734,1.9734429842884325
0.9632212234493821,0.7567688493333012,0.330167028279186,0.034718838452526136,1.9546420165643021
0.9272968077668138,0.7537117375935779,0.31539013927581533,0.033503582441774,1.969903058098399
0.9079525969406951,0.7495970843234112,0.3141446539341711,0.0330051035988418,1.936468569548103
0.9694822195944617,0.7539268626242465,0.33387898804737615,0.03551277445581973,1.9454783369492412
0.9320317785539473,0.7492725962109195,0.32617586784595504,0.03417893360910293,1.9145039925495282
0.9216616140654398,0.7468690175143908,0.32519229279871054,0.033959470377307704,1.8989344088764235
0.9574683911400492,0.7477821422345415,0.3435309483037578,0.035478102845835385,1.86740116377279
0.9464975517790746,0.7472780585012622,0.3361656030470559,0.03512112080232142,1.8864465711087393
0.9286788279076109,0.7454628125099038,0.32867948717708384,0.034549028259697724,1.8930914111090698
0.9374618851563497,0.7455574502593832,0.33117444921084566,0.03502858134175874,1.89659619733221
1.0348433073576184,0.7540747999738466,0.36200805201027075,0.03879704503691428,1.9152873660301641
1.0134987965962714,0.7534098069323665,0.3551759229579901,0.03773587468247014,1.9118603907643719
1.007047888193433,0.7533829543320081,0.35428713544038154,0.03733387024455929,1.9044552055124468
0.9708279005422111,0.7509550220649099,0.34138571932786704,0.035864337095440214,1.9053404950278452
1.0294065905567018,0.75684755737829,0.3572502732805718,0.03804355177104968,1.9305879900721734
0.957673953785649,0.7513934330116098,0.33388057436508145,0.03519603318612911,1.9217717513968509
0.9078771806396783,0.7463310368028578,0.3176610731168499,0.03343296049676178,1.9148801603009722
0.8750342669433882,0.7397020822043524,0.31621938514183473,0.03245489118720666,1.854054595414724
0.8887917802467915,0.7381676789350277,0.32539448483186606,0.03329435160152178,1.830094221075031
0.9314767944385839,0.7414921962653857,0.3364310791993093,0.03517072791723828,1.8550399672610973
0.8672847536129416,0.7347710914933477,0.3144463937182552,0.03285421248962017,1.848014816529764
0.9712325225169286,0.7429437405857491,0.3489580801372423,0.037157377464778145,1.8647672962770705
0.9309265093391883,0.7394415775270474,0.33543089152027694,0.03556285385151356,1.859470712690061
0.9042964732617564,0.7360796780478905,0.32779624032677546,0.03464465260867213,1.8483653252753722
0.8587995670305385,0.729980388304496,0.31516735606142826,0.03308496716031674,1.8257716576076648
0.95044663088095,0.7381734627066675,0.34066922060924953,0.03698222018609656,1.8692600432282005
0.9874184638838218,0.7422390524587879,0.3500137308344134,0.0384195173938122,1.8901206307633898
0.9818191929273657,0.7424840628575287,0.3479140780681507,0.038052940902068545,1.8907438789307116
0.9311250867135068,0.7389387569265116,0.32821479613285376,0.03597413501904158,1.9007538090231038
0.9635824771236493,0.7398059667656163,0.3470660961434483,0.03732650217467622,1.860160071493313
0.9297193541176205,0.738391891909217,0.3285728660292343,0.035965523876296514,1.8958169806876979
0.9303791339057639,0.7372461514470848,0.3321420226742443,0.03608602806447162,1.8767760162046645
1.0041328307873858,0.7426490170805631,0.36180159933465583,0.039040798436110094,1.8594875881448
1.0433975995771718,0.7462893185339166,0.37986739694501537,0.04033638911069728,1.8403015458426544
1.0532676580921123,0.7506838871227327,0.37418078526306775,0.04031925409499779,1.8859457292943358
1.0003323946042215,0.7486277999022795,0.3524922098743994,0.03790695594931106,1.901367125998738
1.0399466667075914,0.7545374055362617,0.3574543451363526,0.03925245420806069,1.9492219523913625
1.023685653335476,0.7538186721478641,0.3554619171337816,0.03834641371427447,1.9294960793844624
1.0239351296629247,0.7557248323756419,0.3514721850111324,0.03813900759563569,1.9518742624250935
1.0147197051153303,0.7565149262986466,0.34549229458057307,0.03759573792944629,1.9677886007460392
0.960590860509866,0.7513928257118635,0.3324716222135483,0.03544939001817536,1.9357808311168412
0.9005669574378469,0.7449620757376556,0.3151053246390072,0.033288087750944904,1.9148679197233647
0.8794645016106549,0.741499522090268,0.30813535496092803,0.032756508318768335,1.912318407182664
0.8735147552125736,0.7378076622720069,0.3118861345983335,0.03284836739465509,1.8765491877840539
