0.98834,2.06925,0.88279,0.02568,0.6257,0.01053,0.33493,0.98834,1.97921,0.88279,0.02568,0.67452,0.01053,0.33493
0.98885,2.22528,0.9115,0.02234,0.69613,0.01231,0.33346,0.98885,2.14928,0.9115,0.02234,0.73457,0.01231,0.33346
0.98886,1.94169,0.89191,0.02341,0.65946,0.01124,0.3353,0.98886,1.84352,0.89191,0.02341,0.69566,0.01124,0.3353
0.98884,2.08838,0.88615,0.02254,0.72701,0.01187,0.33341,0.98884,1.99536,0.88615,0.02254,0.75481,0.01187,0.33341
0.98853,2.05798,0.89255,0.02086,0.68189,0.01279,0.33427,0.98853,1.94502,0.89255,0.02086,0.7123,0.01279,0.33427
0.98876,2.18219,0.89241,0.02074,0.62127,0.01297,0.33278,0.98876,2.0943,0.89241,0.02074,0.67012,0.01297,0.33278
0.98849,2.15425,0.89889,0.02072,0.71187,0.00998,0.33355,0.98849,2.01716,0.89889,0.02072,0.73976,0.00998,0.33355
0.98827,2.14072,0.90542,0.0236,0.58027,0.0116,0.33229,0.98827,2.03966,0.90542,0.0236,0.61401,0.0116,0.33229
0.98873,2.04691,0.8969,0.0218,0.56394,0.01162,0.33409,0.98873,2.04488,0.8969,0.0218,0.59332,0.01162,0.33409
0.98875,2.084,0.88507,0.02155,0.59509,0.01259,0.33458,0.98875,1.98641,0.88507,0.02155,0.63703,0.01259,0.33458
0.98882,2.15873,0.89618,0.02099,0.61602,0.01289,0.33341,0.98882,2.10771,0.89618,0.02099,0.61602,0.01289,0.33341
0.98824,2.15131,0.9242,0.0237,0.67859,0.01104,0.33285,0.98824,2.06743,0.9242,0.0237,0.73199,0.01104,0.33285
0.98837,2.13653,0.90174,0.02186,0.69449,0.01362,0.33316,0.98837,2.0416,0.90174,0.02186,0.72947,0.01362,0.33316
0.98877,2.0809,0.89514,0.02112,0.65529,0.01181,0.33399,0.98877,2.00306,0.89514,0.02112,0.7026,0.01181,0.33399
0.9887,2.05408,0.89772,0.02362,0.5314,0.01025,0.33455,0.9887,1.96106,0.89772,0.02362,0.57415,0.01025,0.33455
0.98824,2.05092,0.90107,0.0219,0.62222,0.01104,0.33292,0.98824,1.96,0.90107,0.0219,0.67115,0.01104,0.33292
0.98914,2.06414,0.89195,0.0231,0.68532,0.01289,0.33561,0.98914,1.97596,0.89195,0.0231,0.69905,0.01289,0.33561
0.98905,2.14294,0.87924,0.02317,0.78046,0.01059,0.33478,0.98905,2.05518,0.87924,0.02317,0.83278,0.01059,0.33478
0.98884,2.01968,0.88964,0.02148,0.66215,0.01093,0.33348,0.98884,1.93252,0.88964,0.02148,0.70326,0.01093,0.33348
0.9886,2.169,0.90408,0.02164,0.66488,0.01177,0.33346,0.9886,2.08289,0.90408,0.02164,0.71148,0.01177,0.33346
0.98862,2.10516,0.90056,0.02314,0.71114,0.00904,0.33303,0.98862,2.0261,0.90056,0.02314,0.76104,0.00904,0.33303
0.9889,2.06372,0.90102,0.02169,0.64514,0.01022,0.33342,0.9889,1.94867,0.90102,0.02169,0.64998,0.01022,0.33342
0.98855,2.14454,0.90006,0.02343,0.62482,0.01131,0.33344,0.98855,2.06369,0.90006,0.02343,0.6762,0.01131,0.33344
0.98885,2.10294,0.88901,0.02088,0.6,0.01094,0.33469,0.98885,2.02117,0.88901,0.02088,0.64402,0.01094,0.33469
0.98856,2.08385,0.90406,0.02292,0.6343,0.01161,0.33391,0.98856,1.9958,0.90406,0.02292,0.68354,0.01161,0.33391
0.98888,2.06689,0.89273,0.02133,0.70478,0.01322,0.3352,0.98888,1.96684,0.89273,0.02133,0.71179,0.01322,0.3352
0.98886,2.12597,0.88554,0.02274,0.65683,0.01351,0.3346,0.98886,2.04332,0.88554,0.02274,0.68778,0.01351,0.3346
0.98853,2.08412,0.88409,0.02244,0.61833,0.01331,0.33354,0.98853,1.98091,0.88409,0.02244,0.66037,0.01331,0.33354
0.9883,2.05667,0.88205,0.02373,0.59428,0.01228,0.33411,0.9883,2.02489,0.88205,0.02373,0.61086,0.01228,0.33411
0.98878,2.10079,0.87914,0.01939,0.70376,0.01119,0.33392,0.98878,2.01003,0.87914,0.01939,0.7377,0.01119,0.33392
0.98896,2.07637,0.88516,0.02144,0.72319,0.01245,0.33432,0.98896,1.97794,0.88516,0.02144,0.75718,0.01245,0.33432
0.98844,2.09713,0.90042,0.02312,0.69347,0.0111,0.33485,0.98844,2.00242,0.90042,0.02312,0.73972,0.0111,0.33485
0.98878,2.06731,0.89987,0.0238,0.63694,0.01103,0.3338,0.98878,1.99283,0.89987,0.0238,0.67455,0.01103,0.3338
0.98899,2.09971,0.89631,0.02158,0.5912,0.01187,0.33399,0.98899,2.00256,0.89631,0.02158,0.63887,0.01187,0.33399
0.98888,2.06113,0.88909,0.0215,0.67191,0.01044,0.33431,0.98888,1.97362,0.88909,0.0215,0.70477,0.01044,0.33431
0.98857,2.06511,0.8975,0.01995,0.64436,0.01085,0.33349,0.98857,1.97252,0.8975,0.01995,0.68605,0.01085,0.33349
0.98861,2.18546,0.89839,0.02027,0.69667,0.01072,0.33317,0.98861,2.09302,0.89839,0.02027,0.74455,0.01072,0.33317
0.98902,2.19607,0.88085,0.02078,0.71302,0.01208,0.33414,0.98902,2.11577,0.88085,0.02078,0.73942,0.01208,0.33414
0.98863,2.06036,0.90191,0.02186,0.52064,0.01233,0.33372,0.98863,1.8967,0.90191,0.02186,0.57845,0.01233,0.33372
0.98864,2.12531,0.88303,0.01971,0.65213,0.01107,0.33392,0.98864,2.03839,0.88303,0.01971,0.68818,0.01107,0.33392
0.98879,2.01193,0.87732,0.02452,0.61528,0.01117,0.33497,0.98879,1.94339,0.87732,0.02452,0.7189,0.01117,0.33497
0.98855,2.08063,0.90682,0.02421,0.66474,0.01245,0.33429,0.98855,2.01296,0.90682,0.02421,0.69067,0.01245,0.33429
0.98823,2.04444,0.90392,0.01924,0.64167,0.01163,0.33253,0.98823,1.92862,0.90392,0.01924,0.67927,0.01163,0.33253
0.98845,2.07122,0.9097,0.02138,0.69236,0.01033,0.33296,0.98845,1.98875,0.9097,0.02138,0.75604,0.01033,0.33296
0.98859,2.06322,0.88461,0.02298,0.56831,0.01111,0.33416,0.98859,1.95871,0.88461,0.02298,0.61194,0.01111,0.33416
0.98848,2.07927,0.90739,0.02394,0.52221,0.00997,0.33441,0.98848,1.989,0.90739,0.02394,0.58271,0.00997,0.33441
0.98866,2.06554,0.88673,0.0219,0.60474,0.01242,0.33405,0.98866,1.96831,0.88673,0.0219,0.64382,0.01242,0.33405
0.98888,2.05636,0.88669,0.02208,0.66817,0.01276,0.33423,0.98888,1.93285,0.88669,0.02208,0.71527,0.01276,0.33423
0.98876,2.06341,0.88698,0.02097,0.55865,0.01083,0.33426,0.98876,1.97551,0.88698,0.02097,0.59651,0.01083,0.33426
0.98897,2.15864,0.8902,0.02077,0.63766,0.01175,0.33491,0.98897,2.07165,0.8902,0.02077,0.68263,0.01175,0.33491
0.98896,2.0416,0.89205,0.02285,0.62781,0.01117,0.33416,0.98896,1.93908,0.89205,0.02285,0.67331,0.01117,0.33416
0.98869,2.10536,0.88326,0.022,0.66212,0.0108,0.33331,0.98869,2.01934,0.88326,0.022,0.7074,0.0108,0.33331
0.98866,2.03738,0.89313,0.021,0.62251,0.01143,0.33463,0.98866,1.97687,0.89313,0.021,0.61962,0.01143,0.33463
0.98861,2.10557,0.8903,0.0221,0.62508,0.00996,0.33406,0.98861,2.02411,0.8903,0.0221,0.66953,0.00996,0.33406
0.98855,2.06997,0.88349,0.02088,0.6034,0.01298,0.33415,0.98855,1.96978,0.88349,0.02088,0.63572,0.01298,0.33415
0.98862,2.08459,0.89212,0.021,0.74061,0.01055,0.33428,0.98862,1.99644,0.89212,0.021,0.78407,0.01055,0.33428
0.98841,2.0606,0.90818,0.01986,0.62891,0.01161,0.33538,0.98841,1.95859,0.90818,0.01986,0.65586,0.01161,0.33538
0.98853,2.17882,0.88879,0.02404,0.68772,0.01154,0.3333,0.98853,2.08994,0.88879,0.02404,0.73523,0.01154,0.3333
0.98845,2.09075,0.88438,0.02242,0.65941,0.01129,0.33291,0.98845,1.98991,0.88438,0.02242,0.69935,0.01129,0.33291
0.98886,2.03631,0.88357,0.02207,0.72321,0.01378,0.33363,0.98886,1.9971,0.88357,0.02207,0.76063,0.01378,0.33363
0.9885,2.1286,0.90705,0.01975,0.69857,0.01289,0.33418,0.9885,2.05239,0.90705,0.01975,0.69764,0.01289,0.33418
0.9887,2.11529,0.89317,0.02173,0.58665,0.01182,0.33314,0.9887,2.02325,0.89317,0.02173,0.62547,0.01182,0.33314
0.98862,2.18719,0.89088,0.02211,0.6884,0.01039,0.33395,0.98862,2.04632,0.89088,0.02211,0.73918,0.01039,0.33395
0.98882,2.08659,0.90289,0.02141,0.67941,0.01318,0.33517,0.98882,2.08659,0.90289,0.02141,0.72804,0.01318,0.33517
0.98891,2.0089,0.88126,0.02209,0.68299,0.01202,0.33487,0.98891,1.91155,0.88126,0.02209,0.71579,0.01202,0.33487
0.9882,2.03904,0.88275,0.02417,0.67978,0.01242,0.33275,0.9882,1.93893,0.88275,0.02417,0.71207,0.01242,0.33275
0.98816,2.09526,0.90615,0.02193,0.53613,0.0113,0.3333,0.98816,2.00682,0.90615,0.02193,0.58596,0.0113,0.3333
0.98876,2.14392,0.88498,0.02276,0.61074,0.01199,0.33407,0.98876,2.05431,0.88498,0.02276,0.64481,0.01199,0.33407
0.98859,2.09425,0.89166,0.02451,0.66,0.01338,0.33318,0.98859,2.00544,0.89166,0.02451,0.69669,0.01338,0.33318
0.98895,2.10722,0.90403,0.02268,0.69766,0.01177,0.33313,0.98895,2.02499,0.90403,0.02268,0.74292,0.01177,0.33313
0.98888,2.05054,0.89909,0.02121,0.64196,0.01268,0.33431,0.98888,1.95985,0.89909,0.02121,0.67852,0.01268,0.33431
0.98885,2.01325,0.89066,0.02325,0.63934,0.01159,0.33113,0.98885,1.92719,0.89066,0.02325,0.68523,0.01159,0.33113
0.98858,2.14137,0.90118,0.02273,0.55199,0.00964,0.3333,0.98858,2.13723,0.90118,0.02273,0.61146,0.00964,0.3333
0.98842,2.05221,0.89579,0.02234,0.52343,0.01066,0.33458,0.98842,1.95322,0.89579,0.02234,0.58137,0.01066,0.33458
0.98885,2.10906,0.89582,0.02318,0.65987,0.01283,0.33414,0.98885,2.02365,0.89582,0.02318,0.70309,0.01283,0.33414
