Date,Symbol,close_price,rv,bv,rets
2013-12-17,.SPX,1781.02,0.2054250897806046,0.1342621655250588,-0.31001518843591924
2013-12-18,.SPX,1810.41,1.4243023744307497,0.9973809687227646,1.6367105072380816
2013-12-19,.SPX,1809.49,0.12111636831032713,0.13659995701123184,-0.05083013452349405
2013-12-20,.SPX,1819.56,0.15159759719257607,0.09084113017918571,0.5549676000826231
2013-12-23,.SPX,1828.15,0.11728363406192034,0.058699284573346285,0.47098129395442
2013-12-24,.SPX,1833.32,0.015854609729140063,0.01056040013155994,0.2824004258341617
2013-12-26,.SPX,1842.0,0.043224660840210434,0.023910035350284162,0.47234070165185216
2013-12-27,.SPX,1841.26,0.04348863655224343,0.05557501454018619,-0.04018179601530392
2013-12-30,.SPX,1840.99,0.03338685581438562,0.03120888157437097,-0.014664946730036377
2013-12-31,.SPX,1847.76,0.08685152130171357,0.06822062884381766,0.36706242501045594
2014-01-02,.SPX,1832.1,0.4243363010455983,0.30151772140156685,-0.8511244740704527
2014-01-03,.SPX,1831.47,0.1708956947153033,0.1514624773036983,-0.034392682886341674
2014-01-06,.SPX,1826.63,0.23213612740573863,0.20484672097899662,-0.26461839885500993
2014-01-07,.SPX,1837.83,0.19132082923576602,0.1226684137403151,0.61127887192578
2014-01-08,.SPX,1837.32,0.2167707802317974,0.2110221416144608,-0.027753969403931933
2014-01-09,.SPX,1838.17,0.21170222185581072,0.10157363845245636,0.04625233724775413
2014-01-10,.SPX,1842.44,0.2128327732998149,0.12636545967815302,0.23202686053025445
2014-01-13,.SPX,1818.92,0.24983493785790814,0.2328860422275289,-1.284786174072572
2014-01-14,.SPX,1838.68,0.22859099296473914,0.19709760812313165,1.080500450834876
2014-01-15,.SPX,1848.41,0.19126231462423318,0.12395619897872216,0.5277887215466848
2014-01-16,.SPX,1845.86,0.14416642257845014,0.12796236105692757,-0.13805165323530488
2014-01-17,.SPX,1838.46,0.1142773590743199,0.07631127387436755,-0.4017028895889396
2014-01-21,.SPX,1843.74,0.3789634676285531,0.2461162933230049,0.2867852706976315
2014-01-22,.SPX,1844.91,0.10529412390487684,0.09067111983069442,0.06343784524087681
2014-01-23,.SPX,1828.84,0.6573026711869738,0.3382831206392277,-0.8748609729698487
2014-01-24,.SPX,1790.66,0.8296410585020674,0.5260543655320804,-2.1097619107420584
2014-01-27,.SPX,1781.56,0.730343534039958,0.7854100790332124,-0.5094881997566247
2014-01-28,.SPX,1792.45,0.23419987453043453,0.23430572276241712,0.6094014119610414
2014-01-29,.SPX,1774.3,1.1913113557761779,0.7668618484529058,-1.0177420152407635
2014-01-30,.SPX,1794.16,0.6846092053359292,0.2497239015838359,1.1130966888499572
2014-01-31,.SPX,1782.4,1.5106079575982239,0.6211242758365088,-0.6576175085068137
2014-02-03,.SPX,1741.95,1.0548680849835468,0.9422987228119512,-2.295559537308911
2014-02-04,.SPX,1755.06,0.5753706572608865,0.6248700964125958,0.7497868989880807
2014-02-05,.SPX,1751.79,0.5822386446608032,0.8973058778806735,-0.18649220512640952
2014-02-06,.SPX,1773.1,0.3928576416847189,0.22533321863331499,1.2091304764449973
2014-02-07,.SPX,1796.62,0.5040129094835822,0.30555524109531207,1.3177694808685025
2014-02-10,.SPX,1799.66,0.10345667653619324,0.09515219503290913,0.16906362819861798
2014-02-11,.SPX,1819.37,0.18008929925037084,0.1519442062034626,1.0892529146000918
2014-02-12,.SPX,1819.13,0.19448880382222086,0.22365253618045716,-0.013192249572480108
2014-02-13,.SPX,1829.61,0.21366648452010228,0.13493971260414692,0.5744464565301755
2014-02-14,.SPX,1838.51,0.10344714091142716,0.16336569937403483,0.4852631574094879
2014-02-18,.SPX,1841.06,0.12317965247818358,0.13239027079945886,0.13860317418776802
2014-02-19,.SPX,1828.71,0.33312231886419214,0.24019918368831045,-0.6730692454023135
2014-02-20,.SPX,1839.81,0.24201705832064604,0.22691360197098798,0.6051505170553639
2014-02-21,.SPX,1836.46,0.17699104615153144,0.15424693895747627,-0.18224999400224817
2014-02-24,.SPX,1847.56,0.4118614141235939,0.2151710798766322,0.6026044152690702
2014-02-25,.SPX,1845.31,0.2691194248129906,0.26225525258799265,-0.1218564573580494
2014-02-26,.SPX,1845.27,0.29130170129968397,0.22521438973919797,-0.002167680960774021
2014-02-27,.SPX,1854.13,0.22130425829436312,0.23243826658949535,0.4789975098778321
